"code_mode","high_educ","imd_band","age_band","prev_attempts","finRes","logSum_click","logStudy_credits","LMS_group","reduceReg","disabil","Wscal_score"
"DDD","HE Qual","90-100%","0-35",0,"Pass",6.99025650049388,4.11087386417331,"High","Yorkshire Region","N",-0.02
"DDD","Lower","70-80%","0-35",0,"Pass",7.14755927118945,4.11087386417331,"High","Other","N",0.28
"BBB","HE Qual","70-80%","0-35",0,"Fail",4.59511985013459,4.11087386417331,"Medium","South East Region","N",-0.61
"DDD","Lower","80-90%","0-35",2,"Fail",5.37527840768417,5.01727983681492,"Medium","South West Region","N",-3.25
"DDD","Lower","80-90%","0-35",4,"Pass",5.92425579741453,4.11087386417331,"Medium","Other","N",-0.2
"CCC","Lower","20-30%","0-35",0,"Pass",6.54534966033442,4.79579054559674,"Medium","Yorkshire Region","N",0.19
"AAA","HE Qual","40-50%","0-35",0,"Pass",8.76358440945014,4.11087386417331,"High","Other","N",0.45
"EEE","Lower","70-80%","0-35",0,"Pass",8.16337131645991,4.79579054559674,"High","Wales","N",-0.53
"CCC","HE Qual","30-40%","0-35",0,"Pass",6.62804137617953,3.43398720448515,"Medium","Other","N",0.23
"AAA","A-Level","60-70%","0-35",0,"Pass",6.96034772910131,4.11087386417331,"High","West Midlands Region","N",-0.67
"CCC","Lower","50-60%","0-35",0,"Pass",8.88917045536341,4.11087386417331,"High","Other","N",0.79
"EEE","Lower","30-40%","0-35",0,"Pass",7.79770203551669,4.79579054559674,"High","London Region","N",0.47
"BBB","Lower","0-10%","0-35",3,"Pass",6.85435450225502,4.11087386417331,"High","Wales","N",-0.66
"BBB","HE Qual","70-80%","0-35",0,NA,5.6021188208797,5.48479693349065,"Medium","South East Region","N",0.63
"FFF","Lower","30-40%","0-35",0,"Pass",8.56350409427949,4.11087386417331,"High","North Region","N",-0.25
"DDD","Lower","50-60%","0-35",0,"Pass",6.18208490671663,4.11087386417331,"Medium","South East Region","N",-0.64
"FFF","Lower","0-10%","0-35",0,"Pass",7.08590146436561,4.11087386417331,"High","North Western Region","Y",0.36
"FFF","Lower","50-60%","0-35",1,"Fail",0,5.01727983681492,"Low","Other","N",-3.25
"AAA","HE Qual","30-40%","0-35",0,"Pass",7.75276480885133,4.11087386417331,"High","Other","N",0.46
"BBB","A-Level","50-60%","0-35",1,"Fail",4.11087386417331,5.01727983681492,"Medium","North Western Region","N",-3.25
"BBB","A-Level","20-30%","0-35",0,"Pass",6.95654544315157,4.79579054559674,"High","Other","N",0.61
"FFF","A-Level","90-100%","0-35",0,"Pass",7.36073990305828,4.11087386417331,"High","South Region","N",0.21
"DDD","Lower","80-90%","0-35",0,"Pass",6.98286275146894,4.11087386417331,"High","Other","N",-0.47
"CCC","A-Level","30-40%","0-35",0,"Fail",6.60394382460047,3.43398720448515,"Medium","North Western Region","N",-0.62
"FFF","A-Level","40-50%","0-35",1,"Pass",8.36660283278374,4.79579054559674,"High","North Region","Y",0.47
"BBB","A-Level","60-70%","0-35",0,NA,6.04263283368238,4.79579054559674,"Medium","Other","Y",0.66
"CCC","Lower","50-60%","0-35",0,"Fail",8.76076662424196,4.79579054559674,"High","Wales","N",-0.88
"FFF","Lower","40-50%","0-35",0,"Pass",7.72753511047545,4.94875989037817,"High","Yorkshire Region","Y",0.35
"FFF","Lower","30-40%","0-35",2,"Pass",7.26122509197192,4.11087386417331,"High","Yorkshire Region","N",0.42
"DDD","HE Qual","50-60%","0-35",0,"Fail",6.29341927884648,4.11087386417331,"Medium","Other","N",-1.15
"BBB","HE Qual","80-90%","0-35",0,"Pass",7.5207764150628,4.79579054559674,"High","South Region","N",0.34
"DDD","A-Level","40-50%","0-35",0,"Fail",4.95582705760126,4.79579054559674,"Medium","North Western Region","N",-2.06
"FFF","A-Level","0-10%","0-35",1,"Fail",6.36990098282823,4.11087386417331,"Medium","Yorkshire Region","N",-0.39
"FFF","A-Level","30-40%","0-35",0,"Pass",7.54855597916987,4.11087386417331,"High","West Midlands Region","N",0.78
"AAA","A-Level","30-40%","0-35",0,"Fail",4.76217393479776,5.01727983681492,"Medium","Other","N",-0.99
"DDD","Lower","60-70%","0-35",0,"Pass",8.19726337141434,4.79579054559674,"High","Wales","N",-0.33
"FFF","HE Qual","0-10%","0-35",0,"Pass",7.16857989726403,4.79579054559674,"High","North Region","N",0.32
"FFF","Lower","70-80%","0-35",0,"Fail",4.57471097850338,4.79579054559674,"Medium","Other","Y",0.71
"BBB","A-Level","60-70%","0-35",0,NA,8.96341629199657,4.11087386417331,"High","Wales","N",0.84
"BBB","Lower","40-50%","0-35",0,NA,8.21066803116298,4.51085950651685,"High","North Region","N",0.98
"BBB","Lower","0-10%","0-35",0,"Pass",5.34233425196481,5.19849703126583,"Medium","North Western Region","N",0.58
"AAA","A-Level","30-40%","0-35",0,"Pass",8.0040315078527,4.11087386417331,"High","South West Region","N",-0.2
"FFF","Lower","30-40%","0-35",0,NA,8.68524677641249,4.11087386417331,"High","North Region","N",0.99
"AAA","A-Level","40-50%","0-35",0,"Pass",6.85751406254539,4.79579054559674,"High","North Western Region","N",0.5175
"BBB","Lower","60-70%","0-35",0,"Pass",6.19440539110467,4.11087386417331,"Medium","Other","N",0.12
"DDD","Lower","20-30%","0-35",0,"Fail",6.97914527506881,4.11087386417331,"High","Other","N",-0.18
"GGG","Lower","30-40%","0-35",0,"Fail",0,3.43398720448515,"Low","London Region","N",-3.25
"CCC","A-Level","80-90%","0-35",0,"Pass",8.4042484324001,4.79579054559674,"High","South West Region","N",0.06
"CCC","HE Qual","30-40%","0-35",0,"Fail",7.53315880745556,3.43398720448515,"High","South West Region","N",-0.08
"DDD","Lower","60-70%","0-35",1,"Pass",7.45529848568329,5.01727983681492,"High","Other","Y",-0.05
"DDD","Lower","60-70%","0-35",1,"Fail",2.94443897916644,4.79579054559674,"Low","West Midlands Region","N",-0.19
"EEE","HE Qual","30-40%","0-35",1,"Pass",7.70975686445416,4.79579054559674,"High","Yorkshire Region","N",-0.44
"CCC","HE Qual","50-60%","0-35",0,"Pass",7.30182234213793,3.43398720448515,"High","London Region","N",0.52
"AAA","A-Level","30-40%","0-35",0,"Pass",6.52356230614951,4.11087386417331,"Medium","Other","N",0
"FFF","HE Qual","50-60%","0-35",0,"Pass",7.85127199710988,4.11087386417331,"High","Wales","N",0.8
"FFF","A-Level","40-50%","0-35",0,"Pass",7.72929567431048,4.11087386417331,"High","North Western Region","N",0.58
"FFF","A-Level","30-40%","0-35",0,"Fail",4.70953020131233,4.11087386417331,"Medium","Wales","N",0.17
"DDD","HE Qual","20-30%","0-35",0,"Pass",7.2115567333138,5.01727983681492,"High","Other","N",0.87
"FFF","A-Level","30-40%","0-35",0,"Fail",6.15909538849193,4.79579054559674,"Medium","Other","N",-0.09
"FFF","A-Level","30-40%","0-35",0,"Pass",6.8001700683022,4.11087386417331,"Medium","Other","N",0.14
"FFF","Lower","30-40%","0-35",2,"Pass",7.17472430983638,4.51085950651685,"High","Other","N",0.24
"DDD","Lower","30-40%","0-35",0,"Fail",7.8898337513943,4.11087386417331,"High","West Midlands Region","N",-0.05
"BBB","Lower","0-10%","0-35",2,"Fail",5.77455154554441,4.79579054559674,"Medium","North Region","N",0.38
"BBB","Lower","40-50%","0-35",0,"Fail",6.05678401322862,4.11087386417331,"Medium","Other","N",0.13
"FFF","A-Level","90-100%","0-35",0,"Pass",7.63723438878947,4.51085950651685,"High","South Region","N",0.67
"BBB","Lower","20-30%","0-35",4,"Fail",0,4.79579054559674,"Low","London Region","Y",-1.97
"CCC","A-Level","70-80%","0-35",1,"Fail",6.69826805411541,4.11087386417331,"Medium","Other","N",-1.67
"FFF","A-Level","60-70%","0-35",0,"Pass",7.81722278550817,4.11087386417331,"High","West Midlands Region","N",0.26
"BBB","Lower","30-40%","0-35",0,"Fail",0,4.11087386417331,"Low","South West Region","N",-3.25
"DDD","Lower","80-90%","0-35",2,"Pass",8.43576619272051,4.51085950651685,"High","South Region","N",0.25
"EEE","Lower","60-70%","0-35",0,"Pass",7.31521838975297,4.79579054559674,"High","Other","N",-0.36
"FFF","A-Level","90-100%","0-35",0,"Pass",8.53385363230935,4.79579054559674,"High","Other","N",0.75
"BBB","Lower","60-70%","0-35",0,NA,8.21608809863232,4.11087386417331,"High","South West Region","N",1.03
"FFF","A-Level","40-50%","0-35",1,"Pass",6.92362862813843,4.11087386417331,"High","Other","Y",0.47
"DDD","A-Level","50-60%","0-35",0,"Pass",6.54965074223381,4.11087386417331,"Medium","Wales","N",0.58
"CCC","Lower","80-90%","0-35",0,"Pass",10.2617212809389,4.11087386417331,"High","South West Region","N",0.22
"DDD","HE Qual","90-100%","0-35",1,"Fail",6.70686233660275,4.11087386417331,"Medium","Other","Y",-0.16
"FFF","Lower","80-90%","0-35",1,"Fail",6.16331480403464,4.11087386417331,"Medium","Other","N",-0.11
"DDD","HE Qual","70-80%","0-35",2,"Fail",7.00397413672268,4.11087386417331,"High","Other","N",0.45
"FFF","Lower","50-60%","0-35",1,"Fail",6.38350663488401,4.11087386417331,"Medium","London Region","N",-0.24
"GGG","Lower","90-100%","0-35",0,NA,6.23244801655052,3.43398720448515,"Medium","South East Region","Y",0.37
"BBB","Lower","20-30%","0-35",0,"Pass",5.8664680569333,5.19849703126583,"Medium","Wales","N",-0.09
"FFF","Lower","70-80%","0-35",0,"Fail",7.33888813383888,4.11087386417331,"High","Other","N",0.36
"CCC","HE Qual","80-90%","0-35",0,NA,6.49072353450251,3.43398720448515,"Medium","West Midlands Region","N",1.06
"BBB","Lower","50-60%","0-35",0,"Pass",6.77992190747225,4.11087386417331,"Medium","Other","N",0.21
"FFF","HE Qual","20-30%","0-35",1,"Pass",7.22329567956231,4.11087386417331,"High","London Region","N",0.43
"CCC","A-Level","0-10%","0-35",0,"Pass",8.13035354743124,4.11087386417331,"High","West Midlands Region","N",0.12
"BBB","HE Qual","30-40%","0-35",0,"Pass",6.86171134048073,4.11087386417331,"High","London Region","N",0.12
"DDD","Lower","30-40%","0-35",1,"Fail",5.97635090929793,4.11087386417331,"Medium","West Midlands Region","N",-0.39
"DDD","HE Qual","50-60%","0-35",2,"Fail",0,4.11087386417331,"Low","South West Region","N",0.02
"FFF","A-Level","60-70%","0-35",0,"Pass",7.98480338973441,4.11087386417331,"High","London Region","N",0.35
"FFF","A-Level","60-70%","0-35",0,"Fail",5.35185813347607,4.79579054559674,"Medium","Wales","N",0.35
"BBB","A-Level","50-60%","0-35",0,NA,6.48920493132532,4.79579054559674,"Medium","Wales","N",0.76
"FFF","A-Level","20-30%","0-35",0,"Pass",7.59438124255182,4.79579054559674,"High","London Region","N",0.23
"BBB","A-Level","30-40%","0-35",0,"Fail",5.19295685089021,4.79579054559674,"Medium","North Region","N",-1.65
"DDD","HE Qual","30-40%","0-35",0,NA,7.66246781520024,5.01727983681492,"High","Wales","N",0.495
"FFF","A-Level","60-70%","0-35",0,NA,8.94884572927805,4.51085950651685,"High","North Region","N",0.92
"DDD","A-Level","30-40%","0-35",1,"Pass",7.08590146436561,4.79579054559674,"High","North Region","N",0.68
"BBB","A-Level","60-70%","0-35",0,"Pass",6.20657592672493,4.11087386417331,"Medium","North Western Region","N",0.86
"BBB","A-Level","80-90%","0-35",0,"Pass",6.16331480403464,4.79579054559674,"Medium","Other","N",0.88
"AAA","Lower","30-40%","0-35",0,"Pass",6.50128967054039,4.11087386417331,"Medium","South West Region","N",-0.56
"AAA","A-Level","50-60%","0-35",0,"Pass",6.48768401848461,4.11087386417331,"Medium","Other","N",0.33
"DDD","HE Qual","30-40%","0-35",1,"Fail",0,5.27811465923052,"Low","Other","N",-3.25
"AAA","Lower","80-90%","0-35",0,"Pass",7.73236922228439,4.11087386417331,"High","London Region","N",0.04
"DDD","HE Qual","20-30%","0-35",0,"Pass",6.97166860472579,4.11087386417331,"High","Wales","N",-0.61
"BBB","HE Qual","50-60%","0-35",1,"Fail",5.28826703069454,4.11087386417331,"Medium","Wales","N",-0.03
"FFF","A-Level","40-50%","0-35",1,"Pass",7.7341213033283,5.39816270151775,"High","Other","N",0.63
"DDD","HE Qual","70-80%","0-35",0,"Pass",6.75925527066369,4.11087386417331,"Medium","South West Region","N",-0.09
"FFF","Lower","20-30%","0-35",0,"Pass",7.72046169459972,4.11087386417331,"High","Other","Y",0.56
"FFF","Lower","30-40%","0-35",0,NA,9.0455836463617,4.11087386417331,"High","South East Region","N",1.07
"FFF","Lower","50-60%","0-35",0,"Pass",7.49108759353488,4.79579054559674,"High","Wales","Y",0.29
"BBB","A-Level","30-40%","0-35",0,"Pass",6.92657703322272,4.33073334028633,"High","Other","N",0.38
"GGG","A-Level","50-60%","0-35",0,"Pass",6.34388043412633,3.43398720448515,"Medium","London Region","N",0.67
"DDD","HE Qual","30-40%","0-35",0,"Pass",6.69703424766648,4.11087386417331,"Medium","Other","N",0.72
"DDD",NA,"90-100%","0-35",0,NA,6.86066367144829,4.11087386417331,"High","Other","N",0.99
"EEE","HE Qual","70-80%","0-35",0,"Pass",8.18395571730495,3.43398720448515,"High","North Western Region","N",0.88
"FFF","A-Level","60-70%","0-35",1,"Fail",6.7900972355139,4.11087386417331,"Medium","South East Region","N",-0.69
"DDD","Lower","30-40%","0-35",1,"Pass",6.3578422665081,5.19849703126583,"Medium","North Western Region","N",-0.82
"DDD","A-Level","30-40%","0-35",0,"Pass",7.05961762829138,4.79579054559674,"High","North Western Region","Y",0.51
"BBB","Lower","50-60%","0-35",2,"Pass",5.21493575760899,4.11087386417331,"Medium","Wales","N",-0.35
"DDD","A-Level","50-60%","0-35",0,"Pass",7.47363710849621,4.11087386417331,"High","South Region","Y",-0.29
"EEE","HE Qual","90-100%","0-35",0,"Pass",6.39024066706535,3.43398720448515,"Medium","South Region","N",0.62
"DDD","A-Level","40-50%","0-35",0,"Fail",6.00881318544259,4.26267987704132,"Medium","Wales","N",-0.64
"BBB","A-Level","70-80%","0-35",1,NA,4.95582705760126,4.79579054559674,"Medium","South East Region","N",1
"BBB","HE Qual","90-100%","0-35",0,NA,7.11314210870709,4.79579054559674,"High","South Region","N",-0.18
"FFF","Lower","40-50%","0-35",0,"Pass",8.63319686717254,4.11087386417331,"High","Yorkshire Region","N",0.42
"DDD","Lower","30-40%","0-35",0,"Pass",6.41345895716736,4.11087386417331,"Medium","Wales","N",0.48
"BBB","HE Qual","70-80%","0-35",0,"Pass",6.98933526597456,4.11087386417331,"High","Wales","N",-0.28
"BBB","HE Qual","20-30%","0-35",0,"Pass",5.21493575760899,4.11087386417331,"Medium","Wales","N",0.29
"DDD","A-Level","90-100%","0-35",0,"Pass",6.69826805411541,4.11087386417331,"Medium","Other","Y",-0.19
"DDD","A-Level","50-60%","0-35",0,"Fail",5.32787616878958,5.19849703126583,"Medium","West Midlands Region","Y",-3.25
"FFF","HE Qual","20-30%","0-35",0,NA,7.74759683869289,4.79579054559674,"High","South Region","N",0.86
"DDD","HE Qual","80-90%","0-35",0,"Fail",5.12989871492307,4.79579054559674,"Medium","Other","N",-0.85
"FFF","HE Qual","0-10%","0-35",0,"Fail",3.09104245335832,4.11087386417331,"Low","London Region","Y",-3.142
"AAA","HE Qual","0-10%","0-35",0,"Pass",7.30988148582479,4.11087386417331,"High","North Western Region","N",0.02
"BBB","A-Level","40-50%","0-35",0,"Pass",7.38832785957711,4.11087386417331,"High","Yorkshire Region","N",0.54
"DDD","A-Level","50-60%","0-35",0,"Pass",7.32778053842163,4.11087386417331,"High","Other","N",-0.18
"FFF","A-Level","20-30%","0-35",2,"Fail",7.41336733569524,4.11087386417331,"High","Wales","Y",0.29
"DDD","Lower","50-60%","0-35",3,"Fail",3.68887945411394,4.11087386417331,"Medium","Wales","N",-3.25
"BBB","Lower","40-50%","0-35",2,"Fail",6.86484777797086,4.11087386417331,"High","North Western Region","N",0.48
"DDD","A-Level","40-50%","0-35",1,"Fail",5.4380793089232,4.11087386417331,"Medium","Other","N",-0.89
"DDD","Lower","0-10%","0-35",1,"Fail",9.30401284783882,4.11087386417331,"High","North Region","Y",-1.45
"BBB","A-Level","20-30%","0-35",0,"Pass",6.97354301952014,4.11087386417331,"High","Other","N",0.26
"BBB","HE Qual","30-40%","0-35",0,NA,7.2086003379602,4.79579054559674,"High","Wales","N",0.51
"BBB","Lower","30-40%","0-35",3,"Pass",6.88243747099785,4.91265488573605,"High","Other","N",0.29
"CCC","Lower","20-30%","0-35",0,"Pass",7.73017479524622,4.79579054559674,"High","West Midlands Region","Y",0.667
"BBB","Lower","80-90%","0-35",1,"Fail",5.29831736654804,4.11087386417331,"Medium","South Region","N",0.32
"FFF","Lower","90-100%","0-35",0,"Fail",7.5207764150628,4.11087386417331,"High","Wales","N",-0.29
"DDD","Lower","30-40%","0-35",2,"Fail",6.09807428216624,4.51085950651685,"Medium","Other","N",-0.43
"AAA","Lower","70-80%","0-35",1,"Pass",7.12367278520461,4.11087386417331,"High","South Region","N",-0.23
"DDD","Lower","40-50%","0-35",0,"Fail",5.29831736654804,4.11087386417331,"Medium","South West Region","N",-1.4
"FFF","A-Level","80-90%","0-35",1,"Pass",6.84268328223842,4.11087386417331,"High","Other","N",0.58
"CCC","A-Level","50-60%","0-35",0,"Pass",7.45124168498768,4.79579054559674,"High","Other","N",1.036
"GGG","A-Level","30-40%","0-35",0,"Pass",6.29156913955832,3.43398720448515,"Medium","London Region","N",0.27
"GGG","Lower","90-100%","0-35",0,"Pass",6.38012253689976,3.43398720448515,"Medium","South East Region","N",0.57
"BBB","Lower","60-70%","0-35",0,"Pass",5.33753807970132,5.19849703126583,"Medium","South East Region","N",0.66
"CCC","Lower","0-10%","0-35",0,"Fail",5.20948615284142,4.11087386417331,"Medium","North Region","N",-1.56
"DDD","HE Qual","20-30%","0-35",0,"Pass",6.65544035036765,4.11087386417331,"Medium","London Region","N",0.51
"FFF","A-Level","40-50%","0-35",1,"Pass",7.90396563403217,4.79579054559674,"High","London Region","N",0.7
"EEE","A-Level","70-80%","0-35",0,"Fail",5.99893656194668,3.43398720448515,"Medium","North Western Region","N",0.99
"DDD","Lower","60-70%","0-35",0,"Fail",5.64897423816121,4.51085950651685,"Medium","South East Region","N",0.27
"BBB","A-Level","60-70%","0-35",1,"Pass",5.24702407216049,4.11087386417331,"Medium","Other","N",0.862
"BBB","A-Level","20-30%","0-35",0,"Pass",6.89264164117209,4.11087386417331,"High","North Region","N",0.8075
"BBB","HE Qual","70-80%","0-35",0,"Pass",6.15697898558556,4.11087386417331,"Medium","Wales","N",0.9555
"DDD","A-Level","40-50%","0-35",0,"Fail",4.59511985013459,4.11087386417331,"Medium","Other","Y",-0.073
"AAA","Lower","70-80%","0-35",0,"Pass",7.95155933115525,4.11087386417331,"High","Wales","N",-0.44
"BBB","HE Qual","70-80%","0-35",0,"Pass",6.64768837356333,4.11087386417331,"Medium","Other","N",0.14
"BBB","HE Qual","30-40%","0-35",0,"Pass",4.98360662170834,4.11087386417331,"Medium","Other","N",0.47
"BBB","Lower","20-30%","0-35",0,"Pass",6.08677472691231,4.11087386417331,"Medium","London Region","Y",0.09
"BBB","Lower","30-40%","0-35",0,"Pass",5.91079664404053,4.11087386417331,"Medium","South Region","N",-0.5
"DDD","A-Level","30-40%","0-35",0,"Fail",7.22256601882217,4.11087386417331,"High","South Region","N",-0.84
"DDD","Lower","40-50%","0-35",0,"Fail",5.98645200528444,4.79579054559674,"Medium","London Region","N",-1.11
"FFF","Lower","0-10%","0-35",0,"Fail",7.65444322647011,4.51085950651685,"High","North Western Region","N",0.586
"BBB","A-Level","30-40%","0-35",1,"Pass",6.31716468674728,4.79579054559674,"Medium","Other","N",0.25
"FFF","A-Level","0-10%","0-35",0,"Pass",8.27461194620955,4.79579054559674,"High","Other","N",0.27
"FFF","A-Level","0-10%","0-35",0,"Pass",8.78186248955894,4.11087386417331,"High","West Midlands Region","N",0.86
"DDD","Lower","70-80%","0-35",1,"Fail",6.85751406254539,4.11087386417331,"High","Other","N",-0.15
"CCC","HE Qual","80-90%","0-35",1,NA,8.38845031552351,4.11087386417331,"High","Other","N",0.87
"AAA","A-Level","20-30%","0-35",0,"Pass",6.61338421837956,4.11087386417331,"Medium","Yorkshire Region","N",-0.09
"AAA","Lower","60-70%","0-35",0,"Pass",7.47873482556787,4.11087386417331,"High","Other","N",0.506
