"id_stud","code_mode.x","code_pres.x","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result","code_mode.y","code_pres.y","date_reg","date_unregistration","sum_click"
57340,"CCC","2014B","F","East Anglian Region","A Level or Equivalent","20-30%","0-35",0,120,"N","Pass","CCC","2014B","-58","?",1090
57506,"AAA","2013J","M","South Region","Lower Than A Level","70-80%","35-55",0,60,"N","Pass","AAA","2013J","-103","?",1319
57818,"DDD","2013J","M","Wales","A Level or Equivalent","80-90%","35-55",0,60,"N","Pass","DDD","2013J","-139","?",3037
57844,"FFF","2013J","M","South West Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Pass","FFF","2013J","-59","?",1972
58071,"AAA","2014J","M","East Anglian Region","HE Qualification","90-100%","55<=",0,60,"N","Pass","AAA","2014J","-72","?",3648
58077,"FFF","2013J","M","North Region","Lower Than A Level","20-30%","0-35",1,60,"N","Fail","FFF","2013J","-92","?",37
58089,"BBB","2013B","F","West Midlands Region","A Level or Equivalent","40-50%","0-35",2,90,"N","Fail","BBB","2013B","-58","?",102
58316,"AAA","2014J","F","Wales","A Level or Equivalent","70-80%","0-35",0,120,"N","Pass","AAA","2014J","-80","?",1295
58549,"FFF","2013B","M","North Region","A Level or Equivalent","?","0-35",0,120,"N","Distinction","FFF","2013B","-23","?",2481
58617,"DDD","2014B","M","East Midlands Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Fail","DDD","2014B","-22","?",834
58640,"FFF","2013J","M","Scotland","A Level or Equivalent","50-60%","0-35",0,90,"Y","Pass","FFF","2013J","-29","?",1784
58653,"BBB","2014J","F","North Western Region","Lower Than A Level","80-90%","35-55",1,120,"N","Pass","BBB","2014J","-80","?",383
58731,"DDD","2014J","F","South West Region","A Level or Equivalent","40-50%","0-35",1,110,"Y","Pass","DDD","2014J","4","?",177
58873,"AAA","2013J","F","East Anglian Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Pass","AAA","2013J","-47","?",1732
58884,"FFF","2014J","M","South Region","A Level or Equivalent","40-50%","35-55",0,90,"Y","Distinction","FFF","2014J","-50","?",5248
59185,"AAA","2013J","M","East Anglian Region","Lower Than A Level","60-70%","35-55",0,60,"N","Pass","AAA","2013J","-59","?",1102
59272,"BBB","2014J","F","South East Region","Lower Than A Level","60-70%","0-35",0,60,"N","Pass","BBB","2014J","-58","?",1425
59275,"DDD","2013J","M","Scotland","HE Qualification","40-50%","0-35",0,60,"N","Fail","DDD","2013J","-72","?",522
59370,"DDD","2013J","M","Ireland","A Level or Equivalent","0-10%","35-55",0,180,"N","Pass","DDD","2013J","-33","?",2057
59725,"BBB","2014B","F","Wales","HE Qualification","40-50%","35-55",0,120,"N","Distinction","BBB","2014B","-29","?",859
60135,"DDD","2013B","F","West Midlands Region","A Level or Equivalent","?","0-35",0,60,"N","Pass","DDD","2013B","-90","?",2750
60162,"GGG","2014J","F","London Region","A Level or Equivalent","30-40%","35-55",0,30,"N","Pass","GGG","2014J","4","?",764
60405,"GGG","2013J","F","Yorkshire Region","A Level or Equivalent","20-Oct","35-55",0,30,"N","Distinction","GGG","2013J","-123","?",852
60416,"BBB","2014B","F","East Anglian Region","Lower Than A Level","60-70%","0-35",1,60,"N","Pass","BBB","2014B","-64","?",4983
60809,"EEE","2014J","M","South East Region","Lower Than A Level","90-100%","0-35",0,120,"N","Pass","EEE","2014J","-24","?",4941
60809,"CCC","2014J","M","South East Region","Lower Than A Level","90-100%","0-35",0,120,"N","Pass","EEE","2014J","-24","?",4941
60809,"EEE","2014J","M","South East Region","Lower Than A Level","90-100%","0-35",0,120,"N","Pass","CCC","2014J","-24","?",4941
60809,"CCC","2014J","M","South East Region","Lower Than A Level","90-100%","0-35",0,120,"N","Pass","CCC","2014J","-24","?",4941
60830,"BBB","2014B","F","South Region","HE Qualification","60-70%","0-35",0,120,"N","Pass","BBB","2014B","-32","?",1365
61227,"CCC","2014J","F","East Anglian Region","Lower Than A Level","80-90%","0-35",0,30,"Y","Pass","CCC","2014J","-38","?",4642
61911,"DDD","2014B","M","Wales","Lower Than A Level","50-60%","0-35",0,180,"N","Fail","DDD","2014B","-80","?",448
62034,"EEE","2014J","M","West Midlands Region","Lower Than A Level","50-60%","0-35",0,60,"N","Pass","EEE","2014J","-103","?",1889
62155,"AAA","2013J","F","North Western Region","HE Qualification","50-60%","0-35",0,60,"N","Pass","AAA","2013J","-68","?",3388
62278,"CCC","2014B","M","West Midlands Region","A Level or Equivalent","30-40%","0-35",0,40,"N","Fail","CCC","2014B","-54","?",1037
62487,"AAA","2014J","F","East Midlands Region","A Level or Equivalent","20-Oct","0-35",0,60,"N","Pass","AAA","2014J","-50","?",683
62631,"BBB","2013B","F","North Western Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Fail","BBB","2013B","-45","?",525
62975,"GGG","2013J","M","South Region","Lower Than A Level","?","35-55",0,30,"N","Fail","GGG","2013J","-53","?",274
63015,"DDD","2014J","F","East Anglian Region","Lower Than A Level","70-80%","35-55",1,60,"N","Fail","DDD","2014J","-18","?",694
63044,"BBB","2013J","F","London Region","Lower Than A Level","20-30%","0-35",1,120,"N","Fail","BBB","2013J","-43","?",231
63112,"EEE","2013J","M","South East Region","Lower Than A Level","80-90%","35-55",0,60,"N","Pass","EEE","2013J","-74","?",3519
63112,"EEE","2013J","M","South East Region","Lower Than A Level","80-90%","35-55",0,60,"N","Pass","FFF","2014J","-150","130",3519
63165,"AAA","2014J","M","South East Region","A Level or Equivalent","80-90%","35-55",0,60,"N","Pass","AAA","2014J","-82","?",912
63295,"FFF","2013J","M","South Region","HE Qualification","90-100%","35-55",0,150,"N","Pass","FFF","2013J","-159","?",1210
63371,"CCC","2014J","M","Ireland","Lower Than A Level","?","0-35",0,30,"N","Pass","CCC","2014J","-32","?",3344
63400,"AAA","2013J","M","Scotland","Lower Than A Level","40-50%","35-55",0,60,"N","Pass","AAA","2013J","-67","?",2737
63467,"BBB","2014J","F","North Western Region","A Level or Equivalent","50-60%","35-55",0,120,"N","Pass","BBB","2014J","-143","?",712
63566,"DDD","2013J","M","South East Region","HE Qualification","70-80%","55<=",0,120,"N","Fail","DDD","2013J","-85","?",1232
63721,"BBB","2014B","F","South East Region","Lower Than A Level","80-90%","0-35",0,60,"Y","Distinction","BBB","2014B","-73","?",771
63856,"DDD","2013J","M","Scotland","A Level or Equivalent","60-70%","35-55",1,60,"N","Pass","DDD","2013J","-176","?",965
63949,"GGG","2014J","F","Ireland","Lower Than A Level","30-40%","0-35",0,30,"N","Pass","GGG","2014J","-99","?",432
63958,"FFF","2014B","M","South Region","Lower Than A Level","20-Oct","0-35",0,60,"N","Fail","FFF","2014B","-81","?",110
64275,"BBB","2014B","F","West Midlands Region","Lower Than A Level","0-10%","0-35",2,60,"Y","Pass","BBB","2014B","-26","?",199
64296,"EEE","2014B","M","Scotland","HE Qualification","20-30%","0-35",0,60,"N","Fail","EEE","2014B","-44","?",1239
64296,"EEE","2014B","M","Scotland","HE Qualification","20-30%","0-35",0,60,"N","Fail","CCC","2014B","-25","?",1239
64296,"CCC","2014B","M","Scotland","HE Qualification","20-30%","0-35",0,60,"N","Fail","CCC","2014B","-25","?",1239
64296,"CCC","2014B","M","Scotland","HE Qualification","20-30%","0-35",0,60,"N","Fail","EEE","2014B","-44","?",1239
64388,"FFF","2013J","M","East Midlands Region","Lower Than A Level","60-70%","0-35",0,120,"N","Fail","FFF","2013J","-150","?",4596
64427,"FFF","2014J","M","London Region","A Level or Equivalent","0-10%","0-35",0,60,"N","Distinction","FFF","2014J","-78","?",5640
64450,"DDD","2014B","M","West Midlands Region","Lower Than A Level","30-40%","0-35",1,120,"N","Pass","DDD","2014B","-43","?",3327
64901,"GGG","2014B","M","London Region","Lower Than A Level","20-Oct","35-55",0,30,"N","Pass","GGG","2014B","-45","?",827
65002,"AAA","2014J","F","East Anglian Region","A Level or Equivalent","70-80%","0-35",1,60,"N","Fail","AAA","2014J","-144","?",176
65002,"AAA","2014J","F","East Anglian Region","A Level or Equivalent","70-80%","0-35",1,60,"N","Fail","AAA","2013J","-180","96",176
65656,"FFF","2013B","M","West Midlands Region","A Level or Equivalent","0-10%","35-55",0,150,"N","Pass","FFF","2013B","-138","?",1776
66254,"CCC","2014B","F","Ireland","A Level or Equivalent","?","0-35",0,30,"N","Fail","CCC","2014B","-26","?",2149
66451,"FFF","2013J","M","Scotland","A Level or Equivalent","50-60%","0-35",0,60,"N","Pass","FFF","2013J","-17","?",1161
66577,"DDD","2013J","F","North Western Region","HE Qualification","20-Oct","0-35",1,60,"N","Fail","DDD","2013J","-32","?",143
66579,"DDD","2013B","M","South Region","Lower Than A Level","40-50%","35-55",0,60,"N","Fail","DDD","2013B","-22","?",681
66713,"EEE","2013J","M","South Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Pass","EEE","2013J","-155","?",1850
67182,"GGG","2013J","F","South Region","A Level or Equivalent","80-90%","35-55",0,30,"N","Pass","GGG","2013J","-32","?",354
67471,"DDD","2013J","F","London Region","Lower Than A Level","20-30%","0-35",2,60,"N","Pass","DDD","2013J","-124","?",1113
67505,"DDD","2013J","F","North Region","A Level or Equivalent","?","35-55",1,60,"N","Fail","DDD","2013J","-29","?",1246
67539,"EEE","2014J","M","Ireland","Lower Than A Level","20-Oct","0-35",0,60,"N","Pass","EEE","2014J","-46","?",1438
67602,"DDD","2013B","M","Ireland","Lower Than A Level","30-40%","0-35",1,60,"N","Pass","DDD","2013B","-28","?",797
67685,"EEE","2014J","M","South Region","A Level or Equivalent","20-Oct","0-35",0,180,"N","Pass","EEE","2014J","-143","?",2314
67685,"EEE","2014J","M","South Region","A Level or Equivalent","20-Oct","0-35",0,180,"N","Pass","CCC","2014J","-137","-4",2314
67781,"DDD","2014B","F","South Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Distinction","DDD","2014B","-75","?",1771
67785,"DDD","2013B","F","London Region","Lower Than A Level","20-30%","0-35",0,120,"Y","Pass","DDD","2013B","-24","?",1351
68107,"FFF","2013J","F","London Region","A Level or Equivalent","50-60%","0-35",0,60,"Y","Pass","FFF","2013J","-51","?",4255
68208,"FFF","2013B","M","Scotland","HE Qualification","70-80%","35-55",2,270,"N","Fail","FFF","2013B","-29","?",7467
68376,"DDD","2013J","M","Yorkshire Region","HE Qualification","90-100%","0-35",0,60,"N","Pass","DDD","2013J","-38","?",1085
68417,"DDD","2014J","M","Scotland","Lower Than A Level","70-80%","0-35",0,60,"N","Pass","DDD","2014J","-86","?",1270
68556,"BBB","2013J","F","South East Region","HE Qualification","70-80%","0-35",0,60,"N","Fail","BBB","2013J","-23","?",98
69489,"DDD","2014B","M","South West Region","Lower Than A Level","80-90%","0-35",2,150,"N","Fail","DDD","2013J","-157","87",215
69489,"DDD","2014B","M","South West Region","Lower Than A Level","80-90%","0-35",2,150,"N","Fail","CCC","2014B","-268","-204",215
69489,"DDD","2014B","M","South West Region","Lower Than A Level","80-90%","0-35",2,150,"N","Fail","DDD","2014B","-23","?",215
69491,"DDD","2013B","F","East Anglian Region","Lower Than A Level","80-90%","0-35",4,60,"N","Pass","DDD","2013B","-29","?",373
69703,"CCC","2014B","M","Yorkshire Region","Lower Than A Level","20-30%","0-35",0,120,"N","Pass","CCC","2014B","-124","?",695
70011,"AAA","2014J","F","Scotland","HE Qualification","40-50%","0-35",0,60,"N","Pass","AAA","2014J","-78","?",6396
70214,"EEE","2013J","M","Wales","Lower Than A Level","70-80%","0-35",0,120,"N","Pass","CCC","2014J","-17","33",3509
70214,"EEE","2013J","M","Wales","Lower Than A Level","70-80%","0-35",0,120,"N","Pass","EEE","2013J","-39","?",3509
70381,"CCC","2014B","M","Scotland","HE Qualification","30-40%","35-55",0,30,"N","Pass","CCC","2014B","-37","?",755
70464,"AAA","2013J","F","West Midlands Region","A Level or Equivalent","60-70%","35-55",0,60,"N","Pass","AAA","2013J","-95","?",1053
70495,"CCC","2014J","M","Scotland","Lower Than A Level","50-60%","0-35",0,60,"N","Pass","CCC","2014J","-52","?",7252
70495,"CCC","2014J","M","Scotland","Lower Than A Level","50-60%","0-35",0,60,"N","Pass","FFF","2013J","-100","?",7252
70495,"FFF","2013J","M","Scotland","Lower Than A Level","50-60%","0-35",0,60,"N","Distinction","CCC","2014J","-52","?",7252
70495,"FFF","2013J","M","Scotland","Lower Than A Level","50-60%","0-35",0,60,"N","Distinction","FFF","2013J","-100","?",7252
70537,"EEE","2014B","M","London Region","Lower Than A Level","20-Oct","35-55",0,120,"N","Pass","EEE","2014B","-17","?",2434
70569,"BBB","2014J","F","Wales","Lower Than A Level","0-10%","0-35",3,60,"N","Pass","BBB","2014J","-36","?",947
70608,"BBB","2013B","F","South East Region","HE Qualification","70-80%","35-55",0,240,"N","Distinction","BBB","2013B","-17","?",270
71159,"FFF","2014J","M","North Region","Lower Than A Level","?","35-55",0,60,"N","Pass","FFF","2014J","-44","?",5236
71209,"DDD","2013J","M","South East Region","Lower Than A Level","50-60%","35-55",0,60,"N","Pass","DDD","2013J","-74","?",483
71252,"FFF","2013J","M","North Western Region","Lower Than A Level","0-10%","0-35",0,60,"Y","Pass","FFF","2013J","-138","?",1194
71275,"FFF","2013B","F","Ireland","Lower Than A Level","50-60%","35-55",1,150,"N","Fail","FFF","2013B","-114","?",NA
71361,"AAA","2013J","M","Ireland","HE Qualification","?","35-55",0,60,"N","Pass","AAA","2013J","-130","?",2327
71433,"BBB","2013B","F","North Western Region","A Level or Equivalent","50-60%","0-35",1,150,"N","Fail","BBB","2013B","-19","?",60
71504,"BBB","2014J","F","East Anglian Region","A Level or Equivalent","20-30%","35-55",0,120,"N","Pass","BBB","2014J","-93","?",1049
71578,"FFF","2013B","M","South Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Pass","FFF","2013B","-29","?",1572
71676,"DDD","2014J","F","East Midlands Region","Lower Than A Level","80-90%","0-35",0,60,"N","Pass","DDD","2014J","-59","?",1077
71723,"CCC","2014J","M","North Western Region","A Level or Equivalent","20-Oct","0-35",0,30,"N","Fail","CCC","2014J","-65","?",737
71723,"CCC","2014J","M","North Western Region","A Level or Equivalent","20-Oct","0-35",0,30,"N","Fail","DDD","2014B","-16","?",737
71723,"DDD","2014B","M","North Western Region","A Level or Equivalent","20-Oct","0-35",0,60,"N","Fail","CCC","2014J","-65","?",737
71723,"DDD","2014B","M","North Western Region","A Level or Equivalent","20-Oct","0-35",0,60,"N","Fail","DDD","2014B","-16","?",737
72114,"FFF","2014B","M","North Region","A Level or Equivalent","40-50%","0-35",1,120,"Y","Pass","FFF","2014B","-122","?",4300
72400,"BBB","2014B","F","East Anglian Region","A Level or Equivalent","60-70%","0-35",0,120,"Y","Distinction","BBB","2014B","-221","?",420
72609,"CCC","2014J","F","Wales","Lower Than A Level","50-60%","35-55",0,120,"N","Fail","CCC","2014J","-23","?",6378
72693,"FFF","2013B","F","Yorkshire Region","Lower Than A Level","40-50%","0-35",0,140,"Y","Pass","FFF","2013B","-17","?",2269
72864,"FFF","2013J","F","Yorkshire Region","Lower Than A Level","20-Oct","35-55",2,60,"N","Pass","FFF","2013J","-159","?",1423
73019,"DDD","2014J","M","Scotland","HE Qualification","50-60%","0-35",0,60,"N","Fail","DDD","2014J","-8","?",540
73489,"BBB","2013J","F","South Region","HE Qualification","80-90%","0-35",0,120,"N","Pass","BBB","2013J","-11","?",1845
73664,"DDD","2014J","M","North Western Region","A Level or Equivalent","40-50%","0-35",0,120,"N","Fail","CCC","2014J","-88","60",141
73664,"DDD","2014J","M","North Western Region","A Level or Equivalent","40-50%","0-35",0,120,"N","Fail","DDD","2014J","-95","?",141
74113,"FFF","2013B","M","Yorkshire Region","A Level or Equivalent","0-10%","0-35",1,60,"N","Fail","FFF","2013B","-96","?",583
74165,"FFF","2014J","M","West Midlands Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Pass","FFF","2014J","-72","?",1897
74372,"AAA","2013J","M","East Anglian Region","A Level or Equivalent","20-Oct","35-55",0,150,"N","Fail","AAA","2013J","-50","?",116
74502,"DDD","2013J","F","Wales","Lower Than A Level","60-70%","0-35",0,120,"N","Pass","DDD","2013J","-139","?",3630
74521,"FFF","2014B","M","North Region","HE Qualification","0-10%","35-55",0,120,"N","Pass","FFF","2014B","-29","?",1297
74524,"FFF","2014B","F","East Midlands Region","Lower Than A Level","70-80%","35-55",0,120,"Y","Fail","FFF","2014B","-57","?",96
74585,"BBB","2013J","F","Wales","A Level or Equivalent","60-70%","35-55",0,60,"N","Distinction","BBB","2013J","-39","?",7811
74695,"BBB","2013B","F","North Region","Lower Than A Level","40-50%","0-35",0,90,"N","Distinction","BBB","2013B","-64","?",3679
74734,"BBB","2013B","F","North Western Region","Lower Than A Level","0-10%","0-35",0,180,"N","Pass","BBB","2013B","2","?",208
75091,"AAA","2013J","M","South West Region","A Level or Equivalent","30-40%","35-55",0,60,"N","Pass","AAA","2013J","-107","?",2992
75107,"FFF","2014J","M","North Region","Lower Than A Level","?","35-55",0,60,"N","Distinction","FFF","2014J","-92","?",5914
75255,"AAA","2014J","M","North Western Region","A Level or Equivalent","40-50%","0-35",0,120,"N","Pass","AAA","2014J","-58","?",950
75399,"BBB","2013B","F","East Anglian Region","Lower Than A Level","60-70%","35-55",0,60,"N","Pass","BBB","2013B","-24","?",489
75427,"DDD","2014J","M","East Midlands Region","Lower Than A Level","20-30%","0-35",0,60,"N","Fail","DDD","2014J","-30","?",1073
75442,"GGG","2013J","F","London Region","Lower Than A Level","20-Oct","0-35",0,30,"N","Fail","GGG","2013J","-123","?",NA
75454,"CCC","2014B","M","South West Region","A Level or Equivalent","80-90%","0-35",0,120,"N","Pass","CCC","2014B","-92","?",4465
75728,"CCC","2014B","F","South West Region","HE Qualification","30-40%","35-55",0,30,"N","Fail","CCC","2014B","-23","?",1868
76081,"DDD","2014J","F","East Midlands Region","Lower Than A Level","60-70%","0-35",1,150,"Y","Pass","DDD","2014B","-122","100",1728
76081,"DDD","2014J","F","East Midlands Region","Lower Than A Level","60-70%","0-35",1,150,"Y","Pass","DDD","2014J","-149","?",1728
76536,"DDD","2013B","F","West Midlands Region","Lower Than A Level","60-70%","0-35",1,120,"N","Fail","DDD","2013B","13","?",18
76579,"EEE","2014J","F","Yorkshire Region","HE Qualification","20-Oct","0-35",1,120,"N","Pass","EEE","2014J","-103","?",2229
